customerNickname,helpfulNo,helpfulYes,imagesCount,languageCode,postedDate,productId,ratingValue,reviewText,score,Mask_Name,Type,Size,Design,Pack,product_price
iHerb Customer,0,0,0,en-US,2021-01-25,101955,50,"I purchased several packages of these masks after buying similar items from another vendor at a much higher price.  I was pleased to find that the masks from iHerb were much better quality and had a better fit on the face.  I have recommended the product to friends, family and co-workers.  ",1611610147.228,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,he-IL,2021-01-25,101955,50,The cheapest price I found.,1611603272.259,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,1,en-US,2021-01-25,101955,10,ear strap was deattached during wearing for the first and third used masks so I stopped using them ,1611599029.094,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,4,ru-RU,2021-01-25,101955,50,"Nice, well-made masks, excellent metal rivets! Considering that in Russia such masks are several times more expensive, I am very pleased with the purchase!",1611598322.154,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,Convenient form. Perfectly fits the face. Comfortable to wear.,1611596106.281,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"Good masks, cheaper than in stores",1611594378.37,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-25,101955,10,Not good ,1611593630.94,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"Fit snug, comfortable masks",1611591553.81,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"Excellent masks, harnesses for the ears a bit short, turned out to be small for my husband. Press tightly in the face and breathe calmly.",1611588362.56,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"The masks are good, we wear them with the whole family. Of course they are denser than regular blue medical masks. They are like a beak)) do not rub against the lips. I recommend buying, you feel protection in them.",1611585753.818,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-25,101955,40,"the quality seems to be good , according to CDC its efficiency only 33% so i doubt it will be a real KN95 which suppose to be more than 95%",1611583788.092,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"Great masks. Unlike ordinary ones, they are very comfortable, fit, it is quite comfortable to breathe in them and do not need to be changed every hour.",1611583134.437,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-25,101955,50,J’akme,1611581104.822,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"Excellent masks, I take them several times I give them to my parents, because they make it easier to breathe and the nose does not sweat",1611580161.926,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,40,"Good masks, tight, elastic bands do not come off, but it didn’t happen very much that the iron clip on the nose scratches a little from the inside and after an hour of wearing a red stripe appeared on the nose, like a scratch. But I would have bought everything exactly again.",1611579363.812,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,zh-CN,2021-01-25,101955,20,LITTLE,1611566992.952,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-25,101955,40,Bought this from the USA as it is almost impossible to get a mask of this type from UK without an extorinate price. Feel safer now,1611565472.317,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,The mask helps you wake up,1611564140.364,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
Natalya M,0,0,0,ru-RU,2021-01-25,101955,20,"The masks did not fit, the rubber bands were very pressing on the ears. It feels like the masks are made for citizens of Asian countries.",1611563285.498,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-25,101955,50,"Very tight masks! Unlike disposable, they fit very well to the face and do not press.",1611559591.459,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-24,101955,40,Acceptable ,1611530382.988,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,1,0,en-US,2021-01-20,101955,10,"Quality of the mask is very bad 
Not giving protection when googling about it , it was banded to use",1611528523.941,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
Starymel,0,0,0,ru-RU,2021-01-24,101955,50,"Masks of high quality and quite comfortable, at the time of purchase on the site, one such one could be bought in stores for about 200 rubles. And here are 10 pieces for 461 rubles without a discount. I will take more if necessary.",1611518486.555,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-24,101955,40,"The mask is quite comfortable, but the elastic bands are poorly fixed: out of 10, two broke off when putting on!",1611518180.066,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-24,101955,10,Unclear information that leads to the purchase of an unsuitable product,1611516845.338,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-24,101955,50,10 masks at a great price!,1611511884.368,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-24,101955,50,Good quality and price,1611503127.527,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,zh-CN,2021-01-24,101955,50,it is good,1611499352.988,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,zh-TW,2021-01-24,101955,50,Reasonable price,1611493019.227,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-24,101955,50,"Good, breathes easily in them, comfortable to wear",1611488400.305,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-24,101955,50,professional,1611472748.657,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-24,101955,50,"Good masks, due to their shape, they do not fit tightly to the face, which does not allow her to get wet, the air circulates freely. However, they are not very large, the mask turned out to be too small for my husband.",1611458069.644,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-23,101955,50,Excellent,1611441010.981,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-23,101955,40,Good quality,1611436969.38,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-23,101955,50,"Very happy with this set of masks. Hold on well, let breathe. RAS",1611432000.104,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-23,101955,30,👍🏻,1611431502.053,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-23,101955,50,One mask was defective with a torn off strap,1611425679.503,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-23,101955,50,Excellent protective masks,1611420480.614,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-23,101955,50,Great mask! Fits very well,1611398469.662,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-23,101955,30,3 out of 10 masks immediately flew rubber bands,1611395923.848,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-23,101955,40,Nice masks. Comfortable.,1611392863.159,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-23,101955,40,"My husband could not walk in it, but I&#39;m fine! Masks are designed for a thin face, full of grips!",1611392617.853,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-23,101955,10,"Very bad quality of masks. Uncomfortable fit, poor quality of ear straps.",1611376236.528,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-22,101955,50,"Great masks. They breathe well, fit very tightly to the face, comfortable elastic bands that do not rub the ears. To speak in them, however, must be louder, the mask significantly isolates the sound. For this price, it&#39;s just perfect, I&#39;ll buy more!",1611354433.071,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-22,101955,30,Ca va ,1611348049.968,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-22,101955,50,Masks are good with a high degree of protection.,1611341415.239,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-22,101955,50,"Good day! good product, comfortable shape, I washed them and used them further",1611339652.865,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-22,101955,50,"a respirator mask is the best solution compared to a conventional disposable mask. comfortable shape, nose clip, no pressure on the ears. recommend.",1611336192.93,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-22,101955,40,"I didn&#39;t really like this mask because of its large volume. All the time I got into my eyes, the retainer was either uneven, or very hard. In general, in simple medical it is more convenient for me. Apparently not my size.",1611336017.119,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
Maria,0,0,0,ru-RU,2021-01-22,101955,50,"I liked the masks very much. They fit perfectly, the elastic bands are not tight and not weak, just right. And I&#39;m not talking about the price at all, it is very profitable to buy them here. Cheaper than in our pharmacies.",1611321674.839,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-22,101955,40,good filtration good quality mask,1611300936.182,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-22,101955,50,Comfortable protective masks. Much cheaper than buying in Moscow.,1611300299.854,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,1,0,0,en-US,2021-01-26,101955,50,happy,1611286158.532,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-22,101955,50,"This mask are very good for the price I pay,they are very protective and comfortable to wear,I recommend them.",1611280571.713,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-21,101955,50,Great price and fit well. ,1611258842.649,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-21,101955,50,good ,1611249144.4,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-21,101955,50,"Good masks, fit comfortably on the face.",1611248712.29,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-21,101955,20,"Complete bullshit. Don&#39;t buy this rag. Packaging is a regular bag, not even sealed. There are 10 masks inside, but it is difficult to call this a miracle masks. If two medical masks are folded, then there will be more sense. They take advantage of the situation and sell everything to the people. Do not get fooled, it is better to order original KN95 on Aliexpress, which are three times cheaper there. Also the size. I only came up to the face of a 10-year-old child. the first time I am writing a negative review here, but these masks do not directly recommend",1611247572.523,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-21,101955,50,comfortable! do not rub! fit perfectly to the face !!! their money is definitely worth it!,1611244976.059,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
Olenaena,0,0,0,ru-RU,2021-01-21,101955,40,"You can breathe in them, the strings break, but you can attach it with a stapler, it will even be imperceptible",1611230724.908,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-21,101955,50,Simply the best masks,1611229297.501,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-21,101955,50,"Very good product, I like it.",1611228201.004,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-21,101955,50,"Good masks, comfortable, durable, and breathable",1611225434.574,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-21,101955,50,helps to feel more secure during this strange time,1611215190.241,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,40,Good protection,1611178321.863,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-20,101955,50,"Exelent 
",1611174261.543,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,"My husband really liked it, he only recognizes these masks. Close to face",1611169044.758,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,great masks,1611168385.061,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,"Masks are dense, but soft, better than what we sell",1611154498.424,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,"Nice mask, with filter",1611145137.771,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,1,0,ru-RU,2021-01-15,101955,50,"normal masks, the most profitable option for the price of similar",1611133761.017,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
DARIA91,0,0,0,ru-RU,2021-01-20,101955,50,"Perhaps the best quality and the best masks that I bought, I bought from others more than once, they constantly bring masks &quot;no name&quot; in transparent packaging, but here everything inspires confidence!",1611132198.606,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,"Disposable mask for personal protection, pack of 10. The shape of the mask is pointed so that the mask does not touch the mouth or nose. On top of the mask there is a clip for greater density. It adheres tightly to the skin, breathes easily in it.",1611131809.414,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,"I liked these masks. Tight fit, metal nose clip, no tight elastic bands. One size fits all for women / men",1611127909.315,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,50,An effective mask - it is easy to breathe in it.,1611118745.326,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-20,101955,40,"Respirators are packed in a snap-on bag. The price of a pack of 10 is great. There is one drawback: the part that rests on the neck has a sharp stabbing angle, the problem can be easily solved with scissors.",1611115269.691,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-19,101955,50,Works well and is extremely comfortable,1611084667.731,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-19,101955,50,Very high quality.,1611074028.759,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-19,101955,40,"Its not a bad mask so far, but 2 of them got broken while i was puttung them on.. ",1611056775.04,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-19,101955,50,"the mask is comfortable, tightly covers the face, can be used several times",1611053777.096,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-19,101955,50,soo profesional mask they protect !!,1611052840.653,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-19,101955,50,"Comfortable nose wire, seems high quality and thick. Hope it works as intended!",1611034607.628,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-19,101955,50,Nice masks,1611016018.616,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-18,101955,30,Regular mask. 3 out of 5. It seems to me that there is little protection from it,1611007979.992,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-18,101955,50,Impeccable masks and with a low price,1611003466.323,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
Makson4ever,0,0,0,ru-RU,2021-01-18,101955,50,"It is easier to breathe, there is a convenient working valve, glasses sweat less. Elastic bands come off easily as for masks of this type",1610993643.416,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-18,101955,50,"The respirators are very high quality. They sat on my little face perfectly and since I have to constantly wear masks in my work, this respirator helped me out a lot. walked for 8-10 hours and breathed normally (after a simple mask after 2 hours it was already becoming hard to breathe, there was not enough air). recommend",1610991536.067,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-18,101955,50,"Love it
",1610985054.044,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-18,101955,50,"Firstly, the cost, it is much lower than in Russia for KN95, and secondly, protection. Recommend!",1610978082.534,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-18,101955,40,I ordered once for the promotion. Price quality. Convenient. does not cause discomfort when breathing,1610972462.844,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-18,101955,30,Not as good as n95 made in USA,1610936348.56,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ar-SA,2021-01-18,101955,50,Suitable,1610928438.534,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-17,101955,50,These are quality masks. I feel very safe wearing them and they are so reasonbably priced.. A neighbor told me about them .,1610922382.358,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-17,101955,50,👍🏻,1610920976.641,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-17,101955,20,Thick elastic is rather short and hurts if used for extended periods. Other cheaper options are more comfortable.,1610910052.874,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-17,101955,50,super masks! the price is gorgeous. We have one of these costs 250r,1610883940.404,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-17,101955,50,Fast shipping,1610871070.162,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-17,101955,10,"These are not FFP2/KN95 masks. The filtration isn't adequate for COVID-19 protection in close spaces for more than 20 minutes. Also, ~ half of the masks inside the package were broken (already inside the package: with wholes or with detached elastics). The centerline of the masks' sizing often detaches and the mask consequently opens in two, moreover the elastics that pull the mask around the ears tear very easily.",1610870471.65,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-17,101955,50,the most useful one. ,1610866531.94,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
Life Is Good,0,1,0,en-US,2021-01-12,101955,40,"very  good mask, sits tight on the face so leaves less chance to the viruses and dust to get you. It is a bit too big for me as I have a thin and small face - goes  almost under my eyes but I have had the same problem with most of other masks. ",1610859737.902,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
FIRDDD,0,0,0,fr-FR,2021-01-17,101955,50,"I loved it, very good value for money",1610844304.37,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-16,101955,40,The masks fit well over my face which is important. I wish they were in black so my makeup wouldn’t show up from my glasses over the nose but I’ll live with it. I like them ,1610822578.423,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-16,101955,50,Very good product,1610802984.951,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-16,101955,50,I brought two packages for me and my family I found them good the sizes are good for men and women you can breathe easily in it ,1610802321.133,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-16,101955,50,Comfortable,1610798297.819,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-16,101955,50,Excellent ,1610793439.571,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-16,101955,50,"Excellent quality of masks. Convenient sealed packaging, which, after opening, can be used to store masks (10 pieces in a package, one was taken out, the rest remain in the bag), because it has a latch-lock.",1610789971.294,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-15,101955,20,"I was so happy to order those masks, and they look and feel good. But after ordering I have read reviews that they are not as closely protective as KN95 masks should be, and since I ordered 3 packages - I wanted to return just because of the reviews online and false advertising. I have purchased original KN95 in the meanwhile and actually if you put touch and feel bothe masks - they feel quite same. ",1610750569.74,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-15,101955,50,I will purchase it again ,1610749205.286,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-15,101955,50,"Good masks, I've used them as a replacement of the chinese ones I couldn't find. These fit tight and sit well on the face",1610747731.883,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-15,101955,50,"correct filter masks. They fit well, it is difficult to breathe in them, but you can get used to it. Good size - the rubber bands do not press on the ears, but there is no gap.",1610731716.919,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-15,101955,50,Good,1610718102.99,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,1,0,ru-RU,2021-01-10,101955,10,"It is a pity that I did not verify the authenticity of KN95, these masks do not meet the certificate /: zero sense.",1610671038.173,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-14,101955,50,"Very comfortable mask. Sits tightly on the face, does not press.",1610653289.007,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-14,101955,20,useful ,1610626444.22,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-14,101955,50,"These masks fit great, easy to breathe with it on.",1610620441.418,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-13,101955,40,quality product,1610577229.1,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-13,101955,50,"Good masks, quality made, much denser than our pharmacy. The inner layer is cotton, it fits comfortably and tightly to the face without gaps, on the middle face, on the large face it will be small, and on the small face it will be large. It is a little harder to breathe in it than in a regular mask, but it also has more protection. I also recommend Health to everyone ...",1610539673.359,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-13,101955,50,Liked,1610518951.381,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,2,ru-RU,2021-01-13,101955,50,"Nice masks, ideal for small faces.",1610507432.459,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,2,0,ru-RU,2021-01-03,101955,30,"doubtful, of course, very strange, I don&#39;t think they defend",1610494182.663,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-12,101955,50,Nice masks. The elastic bands will not come off. In Russia they sell more expensive,1610493511.345,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-12,101955,50,"The mask fits well to the face and is quite tight. If you go up 4 floors in it, it becomes noticeable that it is not easy to breathe in a lot of air at a time. But, apparently, it protects well with such a density. And without physical exertion, she breathes normally.",1610459864.537,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
DoctorMironova,1,2,0,ru-RU,2021-01-07,101955,40,"In some cases, it is possible to discuss the advisability of using masks, but regarding this brand - the masks are quite worthy, fit snugly to the face, have strong behind-the-ear clips, and fold very conveniently in half. For your money, the best option.",1610422324.172,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-11,101955,50,Nice masks,1610396557.371,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-11,101955,50,Recommend,1610363610.793,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,1,3,0,en-US,2021-01-02,101955,10,"It is not KN95 quality. I hope IHerb can at least screen the spec of the mask before allow selling on the website. Due to the COVID 19,  there are a lot of different masks selling on local  store and online shop, however, the quality is always not guarantee. ",1610361994.453,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,1,0,fr-FR,2021-01-06,101955,10,the quality of this product is really not that great,1610348313.456,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-10,101955,50,Quality masks,1610298741.324,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,ru-RU,2021-01-10,101955,50,"Masks of universal size. Suitable for me and my husband with a wide face. They sit tightly, breathe normally.",1610281343.65,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
JekaChaikina,0,1,0,ru-RU,2021-01-05,101955,50,The best masks. Tight fit!,1610277901.368,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-10,101955,30,"I like that it is probably the cheapest option that I've found, although, I dont like that the metal part that clips on your nose for placement is not that great. Otherwise, you get your money's worth and it works. ",1610247541.543,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,fr-FR,2021-01-09,101955,50,These masks are perfect.,1610235768.137,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,1,ru-RU,2021-01-09,101955,50,"Good quality masks, a metal clip is provided to adjust the tightness of the mask to the face. Recommend!",1610221780.871,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
iHerb Customer,0,0,0,en-US,2021-01-09,101955,50,Easy to use high quality and good price ,1610160680.021,SunJoy, Professional Protective Disposable Face Mask KN95,,,10,8.86
